index,City mpg,Make,Model Year,Year,Horsepower,ID
2466,12,Porsche,2010 Porsche Cayenne,2010,500,
2467,11,Porsche,2010 Porsche Cayenne,2010,405,
2468,13,Porsche,2010 Porsche Cayenne,2010,405,
2469,11,Porsche,2010 Porsche Cayenne,2010,405,
2470,14,Porsche,2010 Porsche Cayenne,2010,290,
2471,13,Porsche,2010 Porsche Cayenne,2010,385,
2472,14,Porsche,2010 Porsche Cayenne,2010,290,
2473,24,Nissan,2010 Nissan Sentra,2010,135,
2474,8,GMC,2011 GMC Savana,2011,280,
2475,11,GMC,2011 GMC Savana,2011,324,
2476,8,GMC,2011 GMC Savana,2011,280,
2477,11,GMC,2011 GMC Savana,2011,324,
2478,22,Chevrolet,2011 Chevrolet HHR Wagon,2011,155,
2479,22,Chevrolet,2011 Chevrolet HHR Wagon,2011,155,
2480,16,Chevrolet,2011 Chevrolet HHR Wagon,2011,155,
2481,22,Chevrolet,2011 Chevrolet HHR Wagon,2011,155,
2482,16,Chevrolet,2011 Chevrolet HHR Wagon,2011,172,
2483,22,Chevrolet,2011 Chevrolet HHR Wagon,2011,172,
2484,22,Chevrolet,2010 Chevrolet HHR Wagon,2010,155,
2485,22,Chevrolet,2010 Chevrolet HHR Wagon,2010,155,
2486,16,Chevrolet,2010 Chevrolet HHR Wagon,2010,155,
2487,22,Chevrolet,2010 Chevrolet HHR Wagon,2010,155,
2488,16,Chevrolet,2010 Chevrolet HHR Wagon,2010,172,
2489,15,Chevrolet,2010 Chevrolet HHR Wagon,2010,172,
2490,21,Chevrolet,2010 Chevrolet HHR Wagon,2010,260,
2491,19,Chevrolet,2010 Chevrolet HHR Wagon,2010,260,
2492,16,Chevrolet,2011 Chevrolet HHR Panel,2011,155,
2493,22,Chevrolet,2011 Chevrolet HHR Panel,2011,155,
2494,16,Chevrolet,2010 Chevrolet HHR Panel,2010,155,
2495,22,Chevrolet,2010 Chevrolet HHR Panel,2010,155,
2496,22,Chevrolet,2010 Chevrolet HHR Panel,2010,155,
2497,16,Chevrolet,2010 Chevrolet HHR Panel,2010,155,
2498,22,Chevrolet,2010 Chevrolet HHR Panel,2010,172,
2499,15,Chevrolet,2010 Chevrolet HHR Panel,2010,172,
2500,18,Porsche,2011 Porsche 911 Cabriolet,2011,408,
2501,19,Porsche,2011 Porsche Cayman,2011,265,
2502,19,Porsche,2011 Porsche Cayman,2011,330,
2503,19,Porsche,2011 Porsche Cayman,2011,320,
2504,19,Porsche,2010 Porsche Cayman,2010,265,
2505,19,Porsche,2010 Porsche Cayman,2010,320,
2506,13,Chevrolet,2012 Chevrolet Impala,2012,300,
2507,18,Chevrolet,2012 Chevrolet Impala,2012,300,
2508,18,Chevrolet,2012 Chevrolet Impala,2012,300,
2509,14,Chevrolet,2011 Chevrolet Impala,2011,211,
2510,14,Chevrolet,2011 Chevrolet Impala,2011,211,
2511,17,Chevrolet,2011 Chevrolet Impala,2011,230,
2512,19,Subaru,2011 Subaru Forester,2011,224,
2513,21,Subaru,2011 Subaru Forester,2011,170,
2514,21,Subaru,2011 Subaru Forester,2011,170,
2515,21,Subaru,2011 Subaru Forester,2011,170,
2516,21,Subaru,2011 Subaru Forester,2011,170,
2517,19,Subaru,2011 Subaru Forester,2011,224,
2518,14,Chevrolet,2010 Chevrolet Impala,2010,211,
2519,18,Chevrolet,2010 Chevrolet Impala,2010,211,
2520,13,Chevrolet,2010 Chevrolet Impala,2010,230,
2521,16,Buick,2011 Buick Enclave,2011,288,
2522,17,Buick,2011 Buick Enclave,2011,288,
2523,17,Buick,2011 Buick Enclave,2011,288,
2524,17,Buick,2011 Buick Enclave,2011,288,
2525,16,Buick,2011 Buick Enclave,2011,288,
2526,16,Buick,2011 Buick Enclave,2011,288,
2527,17,Buick,2010 Buick Enclave,2010,288,
2528,16,Buick,2010 Buick Enclave,2010,288,
2529,16,Buick,2010 Buick Enclave,2010,288,
2530,17,Buick,2010 Buick Enclave,2010,288,
2531,16,Buick,2010 Buick Enclave,2010,288,
2532,17,Buick,2010 Buick Enclave,2010,288,
2533,19,Suzuki,2011 Suzuki Grand Vitara,2011,166,
2534,19,Suzuki,2011 Suzuki Grand Vitara,2011,166,
2535,19,Suzuki,2011 Suzuki Grand Vitara,2011,166,
2536,19,Suzuki,2011 Suzuki Grand Vitara,2011,166,
2537,19,Suzuki,2011 Suzuki Grand Vitara,2011,166,
2538,19,Buick,2011 Buick Lacrosse,2011,182,
2539,17,Buick,2011 Buick Lacrosse,2011,280,
2540,16,Buick,2011 Buick Lacrosse,2011,280,
2541,19,Buick,2011 Buick Lacrosse,2011,182,
2542,19,Buick,2010 Buick Lacrosse,2010,182,
2543,16,Buick,2010 Buick Lacrosse,2010,252,
2544,17,Buick,2010 Buick Lacrosse,2010,280,
2545,17,Buick,2010 Buick Lacrosse,2010,255,
2546,17,Buick,2010 Buick Lacrosse,2010,255,
2547,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2548,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2549,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2550,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2551,17,Suzuki,2010 Suzuki Grand Vitara,2010,230,
2552,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2553,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2554,17,Suzuki,2010 Suzuki Grand Vitara,2010,230,
2555,19,Suzuki,2010 Suzuki Grand Vitara,2010,166,
2556,11,GMC,2011 GMC Savana,2011,324,
2557,8,GMC,2011 GMC Savana,2011,324,
2558,18,Honda,2011 Honda Odyssey,2011,248,
2559,18,Honda,2011 Honda Odyssey,2011,248,
2560,18,Honda,2011 Honda Odyssey,2011,248,
2561,19,Honda,2011 Honda Odyssey,2011,248,
2562,19,Honda,2011 Honda Odyssey,2011,248,
2563,11,GMC,2011 GMC Savana,2011,324,
2564,11,GMC,2011 GMC Savana,2011,324,
2565,15,GMC,2011 GMC Savana,2011,195,
2566,10,GMC,2011 GMC Savana,2011,310,
2567,10,GMC,2011 GMC Savana,2011,310,
2568,8,GMC,2011 GMC Savana,2011,280,
2569,8,GMC,2011 GMC Savana,2011,324,
2570,10,GMC,2010 GMC Sierra 1500,2010,302,
2571,10,GMC,2011 GMC Savana,2011,280,
2572,8,GMC,2011 GMC Savana,2011,280,
2573,15,GMC,2010 GMC Sierra 1500,2010,195,
2574,8,GMC,2011 GMC Savana,2011,280,
2575,21,Subaru,2011 Subaru Forester,2011,170,
2576,21,Subaru,2011 Subaru Forester,2011,170,
2577,16,Honda,2010 Honda Odyssey,2010,244,
2578,16,Honda,2010 Honda Odyssey,2010,244,
2579,17,Honda,2010 Honda Odyssey,2010,244,
2580,17,Honda,2010 Honda Odyssey,2010,244,
2581,10,GMC,2010 GMC Savana,2010,310,
2582,13,GMC,2010 GMC Savana,2010,310,
2583,10,GMC,2010 GMC Savana,2010,310,
2584,9,GMC,2010 GMC Savana,2010,310,
2585,21,Suzuki,2011 Suzuki Kizashi,2011,185,
2586,20,Suzuki,2011 Suzuki Kizashi,2011,185,
2587,15,GMC,2010 GMC Savana,2010,195,
2588,13,GMC,2010 GMC Savana,2010,310,
2589,21,Suzuki,2010 Suzuki Kizashi,2010,185,
2590,20,Suzuki,2010 Suzuki Kizashi,2010,185,
2591,20,Suzuki,2010 Suzuki Kizashi,2010,185,
2592,20,Saab,2011 Saab 9-3 Convertible,2011,210,
2593,20,Saab,2011 Saab 9-3 Convertible,2011,210,
2594,19,Saab,2011 Saab 9-3 Convertible,2011,210,
2595,19,Saab,2011 Saab 9-3 Convertible,2011,210,
2596,19,Saab,2010 Saab 9-3 Convertible,2010,210,
2597,20,Saab,2010 Saab 9-3 Convertible,2010,210,
2598,20,Saab,2010 Saab 9-3 Convertible,2010,210,
2599,19,Saab,2010 Saab 9-3 Convertible,2010,210,
2600,23,Suzuki,2011 Suzuki SX4 Sedan,2011,150,
2601,23,Suzuki,2011 Suzuki SX4 Sedan,2011,150,
2602,23,Suzuki,2011 Suzuki SX4 Sedan,2011,150,
2603,22,Suzuki,2010 Suzuki SX4 Sportback,2010,150,
2604,22,Suzuki,2011 Suzuki SX4 Sportback,2011,150,
2605,22,Suzuki,2011 Suzuki SX4 Sportback,2011,150,
2606,23,Suzuki,2010 Suzuki SX4 Sedan,2010,150,
2607,23,Suzuki,2010 Suzuki SX4 Sedan,2010,150,
2608,23,Suzuki,2010 Suzuki SX4 Sedan,2010,150,
2609,19,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2610,19,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2611,21,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2612,17,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2613,17,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2614,21,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2615,20,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2616,20,Saab,2011 Saab 9-3 Sport Sedan,2011,210,
2617,19,Subaru,2010 Subaru Forester,2010,224,
2618,20,Subaru,2010 Subaru Forester,2010,170,
2619,20,Subaru,2010 Subaru Forester,2010,170,
2620,20,Subaru,2010 Subaru Forester,2010,170,
2621,19,Subaru,2010 Subaru Forester,2010,224,
2622,20,Subaru,2010 Subaru Forester,2010,170,
2623,20,Subaru,2010 Subaru Forester,2010,170,
2624,19,Lexus,2011 Lexus ES,2011,268,
2625,18,Lexus,2010 Lexus GS,2010,303,
2626,19,Lexus,2010 Lexus GS,2010,303,
2627,17,Lexus,2010 Lexus GS,2010,342,
2628,25,Subaru,2012 Subaru Impreza Sedan,2012,148,
2629,25,Subaru,2012 Subaru Impreza Sedan,2012,148,
2630,25,Subaru,2012 Subaru Impreza Sedan,2012,148,
2631,25,Subaru,2012 Subaru Impreza Sedan,2012,148,
2632,13,Buick,2011 Buick Lucerne,2011,227,
2633,13,Buick,2011 Buick Lucerne,2011,227,
2634,15,Buick,2011 Buick Lucerne,2011,292,
2635,13,Buick,2011 Buick Lucerne,2011,227,
2636,17,Buick,2010 Buick Lucerne,2010,227,
2637,17,Buick,2010 Buick Lucerne,2010,227,
2638,17,Buick,2010 Buick Lucerne,2010,227,
2639,13,Buick,2010 Buick Lucerne,2010,227,
2640,17,Buick,2010 Buick Lucerne,2010,227,
2641,17,Buick,2010 Buick Lucerne,2010,227,
2642,17,Buick,2010 Buick Lucerne,2010,227,
2643,15,Buick,2010 Buick Lucerne,2010,292,
2644,17,Buick,2010 Buick Lucerne,2010,227,
2645,13,Buick,2011 Buick Regal,2011,220,
2646,19,Buick,2011 Buick Regal,2011,182,
2647,11,Aston Martin,2011 Aston Martin DB9 Volante,2011,470,
2648,13,Aston Martin,2011 Aston Martin DB9 Volante,2011,470,
2649,19,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2650,17,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2651,17,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2652,20,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2653,19,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2654,21,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2655,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2656,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2657,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2658,14,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2659,12,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2660,13,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2661,13,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2662,14,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2663,12,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2664,13,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2665,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2666,14,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2667,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2668,13,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2669,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2670,14,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2671,16,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2672,13,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2673,12,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,
2674,13,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,
2675,20,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2676,21,Saab,2010 Saab 9-3 Sport Sedan,2010,210,
2677,11,Aston Martin,2010 Aston Martin DB9 Volante,2010,470,
2678,13,Aston Martin,2010 Aston Martin DB9 Volante,2010,470,
2679,18,Subaru,2010 Subaru Impreza WRX Sedan,2010,265,
2680,19,Subaru,2011 Subaru Impreza WRX Sedan,2011,265,
2681,20,Subaru,2010 Subaru Impreza Sedan,2011,170,
2682,20,Subaru,2010 Subaru Impreza Sedan,2011,170,
2683,20,Subaru,2011 Subaru Impreza Sedan,2011,170,
2684,20,Subaru,2011 Subaru Impreza Sedan,2011,170,
2685,17,Subaru,2011 Subaru Impreza WRX Sedan,2011,305,
2686,20,Subaru,2011 Subaru Impreza Sedan,2011,170,
2687,20,Subaru,2011 Subaru Impreza Sedan,2011,170,
2688,16,Grand Cherokee,2010 Jeep Grand Cherokee,2010,210,
2689,14,Grand Cherokee,2010 Jeep Grand Cherokee,2010,357,
2690,15,Grand Cherokee,2010 Jeep Grand Cherokee,2010,210,
2691,13,Grand Cherokee,2010 Jeep Grand Cherokee,2010,357,
2692,16,Grand Cherokee,2010 Jeep Grand Cherokee,2010,210,
2693,14,Grand Cherokee,2010 Jeep Grand Cherokee,2010,357,
2694,15,Grand Cherokee,2010 Jeep Grand Cherokee,2010,210,
2695,13,Grand Cherokee,2010 Jeep Grand Cherokee,2010,357,
2696,12,Grand Cherokee,2010 Jeep Grand Cherokee,2010,420,
2697,16,Porsche,2011 Porsche 911 Coupe,2011,620,
2698,16,Jeep,2011 Jeep Liberty,2011,210,
2699,15,Jeep,2011 Jeep Liberty,2011,210,
2700,16,Jeep,2011 Jeep Liberty,2011,210,
2701,15,Jeep,2011 Jeep Liberty,2011,210,
2702,16,Jeep,2011 Jeep Liberty,2011,210,
2703,15,Jeep,2011 Jeep Liberty,2011,210,
2704,16,Jeep,2011 Jeep Liberty,2011,210,
2705,15,Jeep,2011 Jeep Liberty,2011,210,
2706,16,Jeep,2011 Jeep Liberty,2011,210,
2707,15,Jeep,2011 Jeep Liberty,2011,210,
2708,16,Jeep,2011 Jeep Liberty,2011,210,
2709,15,Jeep,2011 Jeep Liberty,2011,210,
2710,15,Jeep,2011 Jeep Liberty,2011,210,
2711,15,Land Rover,2011 Land Rover LR2,2011,230,
2712,15,Land Rover,2011 Land Rover LR2,2011,230,
2713,15,Land Rover,2011 Land Rover LR2,2011,230,
2714,15,Land Rover,2010 Land Rover LR2,2010,230,
2715,12,Land Rover,2011 Land Rover LR4,2011,375,
2716,12,Land Rover,2011 Land Rover LR4,2011,375,
2717,12,Land Rover,2011 Land Rover LR4,2011,375,
2718,12,Land Rover,2010 Land Rover LR4,2010,375,
2719,16,Jeep,2010 Jeep Liberty,2010,210,
2720,15,Jeep,2010 Jeep Liberty,2010,210,
2721,16,Jeep,2010 Jeep Liberty,2010,210,
2722,15,Jeep,2010 Jeep Liberty,2010,210,
2723,15,Jeep,2010 Jeep Liberty,2010,210,
2724,12,Land Rover,2011 Land Rover Range Rover,2011,510,
2725,12,Land Rover,2011 Land Rover Range Rover,2011,375,
2726,12,Land Rover,2011 Land Rover Range Rover,2011,375,
2727,12,Land Rover,2010 Land Rover Range Rover,2010,510,
2728,12,Land Rover,2010 Land Rover Range Rover,2010,375,
2729,18,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,
2730,18,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,
2731,18,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,
2732,18,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,
2733,18,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,
2734,18,Chrysler,2011 Chrysler 200 Convertible,2011,173,
2735,14,Chrysler,2011 Chrysler 200 Convertible,2011,283,
2736,19,Chrysler,2011 Chrysler 200 Convertible,2011,283,
2737,9,Ferrari,2010 Ferrari 612 Scaglietti,2010,540,
2738,13,Land Rover,2011 Land Rover Range Rover Sport,2011,375,
2739,12,Land Rover,2011 Land Rover Range Rover Sport,2011,510,
2740,13,Land Rover,2011 Land Rover Range Rover Sport,2011,375,
2741,20,Chrysler,2010 Chrysler Sebring Convertible,2010,173,
2742,13,Chrysler,2010 Chrysler Sebring Convertible,2010,186,
2743,16,Chrysler,2010 Chrysler Sebring Convertible,2010,235,
2744,13,Land Rover,2010 Land Rover Range Rover Sport,2010,375,
2745,12,Land Rover,2010 Land Rover Range Rover Sport,2010,510,
2746,21,Chrysler,2010 Chrysler Sebring Sedan,2010,173,
2747,21,Chrysler,2010 Chrysler Sebring Sedan,2010,173,
2748,12,Land Rover,2011 Land Rover Range Rover Sport,2011,510,
2749,21,Saab,2011 Saab 9-3 SportCombi,2011,210,
2750,21,Saab,2011 Saab 9-3 SportCombi,2011,210,
2751,17,Saab,2011 Saab 9-3 SportCombi,2011,210,
2752,19,Saab,2011 Saab 9-3 SportCombi,2011,210,
2753,19,Saab,2011 Saab 9-3 SportCombi,2011,210,
2754,20,Saab,2011 Saab 9-3 SportCombi,2011,210,
2755,23,Scion,2012 Scion tC,2012,180,
2756,23,Scion,2012 Scion tC,2012,180,
2757,23,Scion,2012 Scion tC,2012,180,
2758,23,Scion,2012 Scion tC,2012,180,
2759,23,Scion,2011 Scion tC,2011,180,
2760,23,Scion,2011 Scion tC,2011,180,
2761,20,Scion,2010 Scion tC,2010,161,
2762,21,Scion,2010 Scion tC,2010,161,
2763,11,Aston Martin,2011 Aston Martin DB9 Coup,2011,470,
2764,13,Aston Martin,2011 Aston Martin DB9 Coup,2011,470,
2765,20,Scion,2010 Scion tC,2010,161,
2766,21,Scion,2010 Scion tC,2010,161,
2767,11,Aston Martin,2010 Aston Martin DB9 Coup,2010,470,
2768,13,Aston Martin,2010 Aston Martin DB9 Coup,2010,470,
2769,20,Saab,2010 Saab 9-3 SportCombi,2010,210,
2770,19,Saab,2010 Saab 9-3 SportCombi,2010,210,
2771,21,Saab,2010 Saab 9-3 SportCombi,2010,210,
2772,17,Saab,2010 Saab 9-3 SportCombi,2010,210,
2773,19,Saab,2010 Saab 9-3 SportCombi,2010,210,
2774,29,MINI,2012 MINI Cooper Hardtop,2012,121,
2775,28,MINI,2012 MINI Cooper Hardtop,2012,121,
2776,27,MINI,2012 MINI Cooper Hardtop,2012,181,
2777,26,MINI,2012 MINI Cooper Hardtop,2012,181,
2778,25,MINI,2012 MINI Cooper Hardtop,2012,208,
2779,29,MINI,2011 MINI Cooper Hardtop,2011,121,
2780,28,MINI,2011 MINI Cooper Hardtop,2011,121,
2781,27,MINI,2011 MINI Cooper Hardtop,2011,181,
2782,26,MINI,2011 MINI Cooper Hardtop,2011,181,
2783,25,MINI,2011 MINI Cooper Hardtop,2011,208,
2784,28,MINI,2010 MINI Cooper Hardtop,2010,118,
2785,25,MINI,2010 MINI Cooper Hardtop,2010,118,
2786,26,MINI,2010 MINI Cooper Hardtop,2010,172,
2787,24,MINI,2010 MINI Cooper Hardtop,2010,172,
2788,25,MINI,2010 MINI Cooper Hardtop,2010,208,
2789,27,MINI,2012 MINI Cooper Convertible,2012,121,
2790,27,MINI,2012 MINI Cooper Convertible,2012,121,
2791,27,MINI,2012 MINI Cooper Convertible,2012,181,
2792,26,MINI,2012 MINI Cooper Convertible,2012,181,
2793,25,MINI,2012 MINI Cooper Convertible,2012,208,
2794,28,MINI,2011 MINI Cooper Convertible,2011,121,
2795,27,MINI,2011 MINI Cooper Convertible,2011,121,
2796,27,MINI,2011 MINI Cooper Convertible,2011,181,
2797,26,MINI,2011 MINI Cooper Convertible,2011,181,
2798,25,MINI,2011 MINI Cooper Convertible,2011,208,
2799,28,MINI,2010 MINI Cooper Convertible,2010,118,
2800,25,MINI,2010 MINI Cooper Convertible,2010,118,
2801,26,MINI,2010 MINI Cooper Convertible,2010,172,
2802,24,MINI,2010 MINI Cooper Convertible,2010,172,
2803,25,MINI,2010 MINI Cooper Convertible,2010,208,
2804,16,Jaguar,2011 Jaguar XJ,2011,385,
2805,15,Jaguar,2011 Jaguar XJ,2011,385,
2806,15,Jaguar,2011 Jaguar XJ,2011,470,
2807,15,Jaguar,2011 Jaguar XJ,2011,470,
2808,15,Jaguar,2011 Jaguar XJ,2011,510,
2809,15,Jaguar,2011 Jaguar XJ,2011,510,
2810,22,Chevrolet,2012 Chevrolet Malibu,2012,169,
2811,22,Chevrolet,2012 Chevrolet Malibu,2012,169,
2812,22,Chevrolet,2012 Chevrolet Malibu,2012,169,
2813,17,Chevrolet,2012 Chevrolet Malibu,2012,252,
2814,22,Chevrolet,2012 Chevrolet Malibu,2012,169,
2815,17,Chevrolet,2012 Chevrolet Malibu,2012,252,
2816,16,Chrysler,2010 Chrysler Sebring Sedan,2010,235,
2817,27,MINI,2012 MINI Clubman,2012,121,
2818,27,MINI,2012 MINI Clubman,2012,121,
2819,27,MINI,2012 MINI Clubman,2012,181,
2820,26,MINI,2012 MINI Clubman,2012,181,
2821,25,MINI,2012 MINI Clubman,2012,208,
2822,11,Aston Martin,2011 Aston Martin DBS Volante,2011,510,
2823,12,Aston Martin,2011 Aston Martin DBS Volante,2011,510,
2824,28,MINI,2011 MINI Clubman,2011,121,
2825,27,MINI,2011 MINI Clubman,2011,121,
2826,27,MINI,2011 MINI Clubman,2011,181,
2827,26,MINI,2011 MINI Clubman,2011,181,
2828,25,MINI,2011 MINI Clubman,2011,208,
2829,28,MINI,2010 MINI Clubman,2010,118,
2830,25,MINI,2010 MINI Clubman,2010,118,
2831,26,MINI,2010 MINI Clubman,2010,172,
2832,24,MINI,2010 MINI Clubman,2010,172,
2833,25,MINI,2010 MINI Clubman,2010,208,
2834,13,Aston Martin,2011 Aston Martin Rapide,2011,470,
2835,13,Aston Martin,2011 Aston Martin Rapide,2011,470,
2836,21,Chrysler,2011 Chrysler 200 Sedan,2011,173,
2837,20,Chrysler,2011 Chrysler 200 Sedan,2011,173,
2838,20,Chrysler,2011 Chrysler 200 Sedan,2011,173,
2839,14,Chrysler,2011 Chrysler 200 Sedan,2011,283,
2840,16,Jaguar,2011 Jaguar XK Convertible,2011,385,
2841,15,Jaguar,2011 Jaguar XK Convertible,2011,510,
2842,16,Jaguar,2011 Jaguar XK Coup,2011,385,
2843,15,Jaguar,2011 Jaguar XK Coup,2011,510,
2844,15,Jaguar,2011 Jaguar XK Coup,2011,510,
2845,18,Chrysler,2011 Chrysler 300,2011,292,
2846,18,Chrysler,2011 Chrysler 300,2011,292,
2847,16,Chrysler,2011 Chrysler 300,2011,363,
2848,15,Chrysler,2011 Chrysler 300,2011,363,
2849,16,Jaguar,2010 Jaguar XK Convertible,2010,385,
2850,15,Jaguar,2010 Jaguar XK Convertible,2010,510,
2851,20,Subaru,2010 Subaru Impreza Sedan,2011,170,
2852,20,Subaru,2010 Subaru Impreza Sedan,2011,170,
2853,19,Subaru,2010 Subaru Impreza Sedan,2010,224,
2854,15,Jaguar,2010 Jaguar XK Coup,2010,510,
2855,16,Jaguar,2010 Jaguar XK Coup,2010,385,
2856,16,Jaguar,2011 Jaguar XF,2011,385,
2857,16,Jaguar,2011 Jaguar XF,2011,385,
2858,15,Jaguar,2011 Jaguar XF,2011,510,
2859,15,Jaguar,2011 Jaguar XF,2011,470,
2860,23,Jeep,2011 Jeep Patriot,2011,158,
2861,23,Jeep,2011 Jeep Patriot,2011,172,
2862,22,Jeep,2011 Jeep Patriot,2011,172,
2863,23,Jeep,2011 Jeep Patriot,2011,158,
2864,23,Jeep,2011 Jeep Patriot,2011,172,
2865,22,Jeep,2011 Jeep Patriot,2011,172,
2866,23,Jeep,2011 Jeep Patriot,2011,172,
2867,22,Jeep,2011 Jeep Patriot,2011,172,
2868,23,Jeep,2011 Jeep Patriot,2011,172,
2869,22,Jeep,2011 Jeep Patriot,2011,172,
2870,18,Chrysler,2010 Chrysler 300,2010,178,
2871,17,Chrysler Group LLC,2010 Chrysler 300,2010,250,
2872,17,Chrysler Group LLC,2010 Chrysler 300,2010,250,
2873,17,Chrysler Group LLC,2010 Chrysler 300,2010,250,
2874,17,Chrysler Group LLC,2010 Chrysler 300,2010,250,
2875,16,Chrysler,2010 Chrysler 300,2010,360,
2876,16,Chrysler,2010 Chrysler 300,2010,360,
2877,17,Chrysler Group LLC,2010 Chrysler 300,2010,250,
2878,16,Chrysler,2010 Chrysler 300,2010,360,
2879,13,Chrysler Group LLC,2010 Chrysler 300,2010,425,
2880,17,Chrysler,2011 Chrysler Town and Country,2011,283,
2881,17,Chrysler,2011 Chrysler Town and Country,2011,283,
2882,17,Chrysler,2011 Chrysler Town and Country,2011,283,
2883,16,Chrysler,2010 Chrysler Town and Country,2010,197,
2884,17,Chrysler,2010 Chrysler Town and Country,2010,251,
2885,16,Chrysler,2010 Chrysler Town and Country,2010,197,
2886,16,Chrysler,2010 Chrysler Town and Country,2010,197,
2887,16,Jaguar,2010 Jaguar XF,2010,300,
2888,16,Jaguar,2010 Jaguar XF,2010,385,
2889,15,Jaguar,2010 Jaguar XF,2010,470,
2890,15,Jaguar,2010 Jaguar XF,2010,510,
2891,23,Jeep,2010 Jeep Patriot,2010,158,
2892,23,Jeep,2010 Jeep Patriot,2010,172,
2893,23,Jeep,2010 Jeep Patriot,2010,172,
2894,23,Jeep,2010 Jeep Patriot,2010,158,
2895,23,Jeep,2010 Jeep Patriot,2010,172,
2896,23,Jeep,2010 Jeep Patriot,2010,172,
2897,23,Jeep,2010 Jeep Patriot,2010,172,
2898,23,Jeep,2010 Jeep Patriot,2010,172,
2899,21,Lotus,2011 Lotus Elise,2011,189,
2900,20,Lotus,2011 Lotus Elise,2011,217,
2901,20,Lotus,2010 Lotus Elise,2010,218,
2902,21,Lotus,2009 Lotus Elise,2009,189,
2903,20,Lotus,2009 Lotus Elise,2009,218,
2904,22,Chevrolet,2011 Chevrolet Malibu,2011,169,
2905,22,Chevrolet,2011 Chevrolet Malibu,2011,169,
2906,22,Chevrolet,2011 Chevrolet Malibu,2011,169,
2907,17,Chevrolet,2011 Chevrolet Malibu,2011,252,
2908,22,Chevrolet,2011 Chevrolet Malibu,2011,169,
2909,17,Chevrolet,2011 Chevrolet Malibu,2011,252,
2910,17,Lotus,2011 Lotus Evora,2011,276,
2911,27,MINI,2012 MINI Countryman,2012,121,
2912,25,MINI,2012 MINI Countryman,2012,121,
2913,26,MINI,2012 MINI Countryman,2012,181,
2914,25,MINI,2012 MINI Countryman,2012,181,
2915,25,MINI,2012 MINI Countryman,2012,181,
2916,23,MINI,2012 MINI Countryman,2012,181,
2917,28,MINI,2011 MINI Countryman,2011,121,
2918,25,MINI,2011 MINI Countryman,2011,121,
2919,26,MINI,2011 MINI Countryman,2011,181,
2920,25,MINI,2011 MINI Countryman,2011,181,
2921,25,MINI,2011 MINI Countryman,2011,181,
2922,23,MINI,2011 MINI Countryman,2011,181,
2923,22,Chevrolet,2010 Chevrolet Malibu,2010,169,
2924,22,Chevrolet,2010 Chevrolet Malibu,2010,170,
2925,22,Chevrolet,2010 Chevrolet Malibu,2010,169,
2926,22,Chevrolet,2010 Chevrolet Malibu,2010,169,
2927,17,Chevrolet,2010 Chevrolet Malibu,2010,252,
