index,City mpg,Make,Model Year,Year,Horsepower,ID
1632,16,Nissan,2010 Nissan Xterra,2010,261,
1633,16,Nissan,2010 Nissan Xterra,2010,261,
1634,15,Nissan,2010 Nissan Xterra,2010,261,
1635,15,Nissan,2010 Nissan Xterra,2010,261,
1636,16,Nissan,2010 Nissan Xterra,2010,261,
1637,15,Nissan,2010 Nissan Xterra,2010,261,
1638,23,Nissan,2012 Nissan Altima Coupe,2012,175,
1639,18,Nissan,2012 Nissan Altima Coupe,2012,270,
1640,16,BMW,2010 BMW 5 Series Sedan,2010,300,
1641,18,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,
1642,15,BMW,2010 BMW 5 Series Sedan,2010,360,
1643,18,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,
1644,17,BMW,2010 BMW 5 Series Sedan,2010,300,
1645,17,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,
1646,15,BMW,2010 BMW 5 Series Sedan,2010,360,
1647,17,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,
1648,17,BMW,2010 BMW 5 Series Sedan,2010,300,
1649,17,BMW,2010 BMW 5 Series Sedan,2010,300,
1650,13,Mercedes,2010 Mercedes-Benz M-Class,2010,382,
1651,18,Mercedes,2010 Mercedes-Benz M-Class,2010,210,
1652,11,Mercedes-AMG,2010 Mercedes-Benz M-Class,2010,503,
1653,15,Mercedes,2010 Mercedes-Benz M-Class,2010,268,
1654,16,Mercedes,2010 Mercedes-Benz M-Class,2010,268,
1655,16,Mercedes,2011 Mercedes-Benz M-Class,2011,268,
1656,17,Mercedes,2010 BMW 5 Series Sedan,2011,300,
1657,18,Mercedes,2011 Mercedes-Benz M-Class,2011,210,
1658,17,BMW Motorrad,2010 BMW 5 Series Sedan,2011,230,
1659,13,Mercedes,2011 Mercedes-Benz M-Class,2011,382,
1660,15,BMW,2010 BMW 5 Series Sedan,2011,360,
1661,21,Nissan,2012 Nissan Sentra,2012,200,
1662,24,Nissan,2012 Nissan Sentra,2012,140,
1663,24,Nissan,2012 Nissan Versa Hatchback,2012,122,
1664,26,Nissan,2012 Nissan Versa Hatchback,2012,122,
1665,19,Toyota,2011 Toyota Sienna,2011,187,
1666,18,Toyota,2011 Toyota Sienna,2011,266,
1667,19,Toyota,2011 Toyota Sienna,2011,187,
1668,18,Toyota,2011 Toyota Sienna,2011,266,
1669,16,Toyota,2011 Toyota Sienna,2011,266,
1670,18,Toyota,2011 Toyota Sienna,2011,266,
1671,18,Toyota,2011 Toyota Sienna,2011,266,
1672,18,Toyota,2011 Toyota Sienna,2011,266,
1673,16,Toyota,2011 Toyota Sienna,2011,266,
1674,18,Toyota,2011 Toyota Sienna,2011,266,
1675,18,Toyota,2011 Toyota Sienna,2011,266,
1676,16,Toyota,2011 Toyota Sienna,2011,266,
1677,15,BMW,2011 BMW 5 Series Sedan,2011,400,
1678,20,BMW,2011 BMW 5 Series Sedan,2011,300,
1679,19,BMW,2011 BMW 5 Series Sedan,2011,300,
1680,17,BMW,2011 BMW 5 Series Sedan,2011,400,
1681,27,Nissan,2012 Nissan Versa Sedan,2012,109,
1682,14,Mercedes,2011 Mercedes-Benz SL-Class,2011,382,
1683,12,AMG,2011 Mercedes-Benz SL-Class,2011,518,
1684,12,Mercedes-AMG,2011 Mercedes-Benz SL-Class,2011,604,
1685,18,Mercedes,2010 Mercedes-Benz SLK-Class,2010,228,
1686,18,Mercedes-Benz,2010 Mercedes-Benz SLK-Class,2010,300,
1687,14,Mercedes-AMG,2010 Mercedes-Benz SLK-Class,2010,355,
1688,17,Mercedes,2011 Mercedes-Benz SLK-Class,2011,228,
1689,19,Mercedes-Benz,2011 Mercedes-Benz SLK-Class,2011,300,
1690,19,Mercedes,2010 Mercedes-Benz SLK-Class,2010,228,
1691,16,Lincoln,2011 Lincoln MKS,2011,273,
1692,17,Lincoln,2011 Lincoln MKS,2011,355,
1693,17,Lincoln,2011 Lincoln MKS,2011,273,
1694,17,Lincoln,2010 Lincoln MKS,2010,273,
1695,17,Lincoln,2010 Lincoln MKS,2010,355,
1696,16,Lincoln,2010 Lincoln MKS,2010,273,
1697,16,BMW,2010 BMW 5 Series Sports Wagon,2010,300,
1698,16,BMW,2010 BMW 5 Series Sports Wagon,2010,300,
1699,19,Mercedes,2011 Mercedes-Benz SLK-Class,2011,228,
1700,16,Lincoln,2011 Lincoln MKT,2011,355,
1701,16,Lincoln,2011 Lincoln MKT,2011,268,
1702,17,Lincoln,2011 Lincoln MKT,2011,268,
1703,17,Lincoln,2010 Lincoln MKT,2010,268,
1704,16,Lincoln,2010 Lincoln MKT,2010,268,
1705,16,Lincoln,2010 Lincoln MKT,2010,355,
1706,19,Lincoln,2011 Lincoln MKX,2011,305,
1707,17,Lincoln,2011 Lincoln MKX,2011,305,
1708,17,Lincoln,2010 Lincoln MKX,2010,265,
1709,18,Lincoln,2010 Lincoln MKX,2010,265,
1710,14,Cadillac,2010 Cadillac Escalade,2010,403,
1711,10,Cadillac,2010 Cadillac Escalade,2010,403,
1712,10,Cadillac,2010 Cadillac Escalade,2010,403,
1713,13,Cadillac,2010 Cadillac Escalade,2010,403,
1714,14,Cadillac,2010 Cadillac Escalade,2010,403,
1715,10,Cadillac,2010 Cadillac Escalade,2010,403,
1716,14,Cadillac,2010 Cadillac Escalade,2010,403,
1717,13,Cadillac,2010 Cadillac Escalade,2010,403,
1718,18,Lincoln,2011 Lincoln MKZ Sedan,2011,263,
1719,17,Lincoln,2011 Lincoln MKZ Sedan,2011,263,
1720,17,Lincoln,2010 Lincoln MKZ Sedan,2010,263,
1721,18,Lincoln,2010 Lincoln MKZ Sedan,2010,263,
1722,16,Mazda,2010 Mazda CX-9,2010,273,
1723,15,Mazda,2010 Mazda CX-9,2010,273,
1724,16,Mazda,2010 Mazda CX-9,2010,273,
1725,15,Mazda,2010 Mazda CX-9,2010,273,
1726,16,Mazda,2010 Mazda CX-9,2010,273,
1727,15,Mazda,2010 Mazda CX-9,2010,273,
1728,17,Toyota,2010 Toyota Sienna,2010,266,
1729,17,Toyota,2010 Toyota Sienna,2010,266,
1730,17,Toyota,2010 Toyota Sienna,2010,266,
1731,16,Toyota,2010 Toyota Sienna,2010,266,
1732,17,Toyota,2010 Toyota Sienna,2010,266,
1733,17,Toyota,2010 Toyota Sienna,2010,266,
1734,17,Toyota,2010 Toyota Sienna,2010,266,
1735,17,Toyota,2010 Toyota Sienna,2010,266,
1736,16,Toyota,2010 Toyota Sienna,2010,266,
1737,20,Honda,2010 Honda Element,2010,166,
1738,19,Honda,2010 Honda Element,2010,166,
1739,20,Honda,2010 Honda Element,2010,166,
1740,18,Honda,2010 Honda Element,2010,166,
1741,19,Honda,2010 Honda Element,2010,166,
1742,18,Honda,2010 Honda Element,2010,166,
1743,20,Honda,2010 Honda Element,2010,166,
1744,29,Mazda,2011 Mazda Mazda2,2011,100,
1745,27,Mazda,2011 Mazda Mazda2,2011,100,
1746,29,Mazda,2011 Mazda Mazda2,2011,100,
1747,27,Mazda,2011 Mazda Mazda2,2011,100,
1748,25,Mazda,2011 Mazda Mazda3 4-Door,2011,148,
1749,25,Mazda,2011 Mazda Mazda3 4-Door,2011,148,
1750,24,Mazda,2011 Mazda Mazda3 4-Door,2011,148,
1751,25,Mazda,2011 Mazda Mazda3 4-Door,2011,148,
1752,24,Mazda,2011 Mazda Mazda3 4-Door,2011,148,
1753,20,Mazda,2011 Mazda Mazda3 4-Door,2011,167,
1754,22,Mazda,2011 Mazda Mazda3 4-Door,2011,167,
1755,20,Mazda,2011 Mazda Mazda3 4-Door,2011,167,
1756,20,Mazda,2011 Mazda Mazda3 4-Door,2011,167,
1757,20,Mazda,2011 Mazda Mazda3 5-Door,2011,167,
1758,22,Mazda,2011 Mazda Mazda3 5-Door,2011,167,
1759,20,Mazda,2011 Mazda Mazda3 5-Door,2011,167,
1760,22,Mazda,2011 Mazda Mazda3 5-Door,2011,167,
1761,18,Ford,2012 Ford Explorer,2012,290,
1762,20,Ford,2012 Ford Explorer,2012,240,
1763,17,Ford,2012 Ford Explorer,2012,290,
1764,18,Ford,2012 Ford Explorer,2012,290,
1765,20,Ford,2012 Ford Explorer,2012,240,
1766,17,Ford,2012 Ford Explorer,2012,290,
1767,18,Ford,2012 Ford Explorer,2012,290,
1768,20,Ford,2012 Ford Explorer,2012,240,
1769,17,Ford,2012 Ford Explorer,2012,290,
1770,21,Mazda,2010 Mazda Mazda3 5-Door,2010,167,
1771,22,Mazda,2010 Mazda Mazda3 5-Door,2010,167,
1772,21,Mazda,2010 Mazda Mazda3 5-Door,2010,167,
1773,22,Mazda,2010 Mazda Mazda3 5-Door,2010,167,
1774,17,Ford,2011 Ford Explorer,2011,290,
1775,17,Ford,2011 Ford Explorer,2011,290,
1776,17,Ford,2011 Ford Explorer,2011,290,
1777,17,Ford,2011 Ford Explorer,2011,290,
1778,17,Ford,2011 Ford Explorer,2011,290,
1779,17,Ford,2011 Ford Explorer,2011,290,
1780,25,Mazda,2010 Mazda Mazda3 4-Door,2010,148,
1781,25,Mazda,2010 Mazda Mazda3 4-Door,2010,148,
1782,24,Mazda,2010 Mazda Mazda3 4-Door,2010,148,
1783,25,Mazda,2010 Mazda Mazda3 4-Door,2010,148,
1784,24,Mazda,2010 Mazda Mazda3 4-Door,2010,148,
1785,21,Mazda,2010 Mazda Mazda3 4-Door,2010,167,
1786,22,Mazda,2010 Mazda Mazda3 4-Door,2010,167,
1787,21,Mazda,2010 Mazda Mazda3 4-Door,2010,167,
1788,22,Mazda,2010 Mazda Mazda3 4-Door,2010,167,
1789,18,Mazda,2011 Mazda Mazdaspeed3,2011,263,
1790,18,Mazda,2010 Mazda Mazdaspeed3,2010,263,
1791,14,Ford,2010 Ford Explorer,2010,210,
1792,13,Ford,2010 Ford Explorer,2010,210,
1793,13,Ford,2010 Ford Explorer,2010,210,
1794,14,Ford,2010 Ford Explorer,2010,292,
1795,14,Ford,2010 Ford Explorer,2010,210,
1796,13,Ford,2010 Ford Explorer,2010,210,
1797,14,Ford,2010 Ford Explorer,2010,292,
1798,14,Ford,2010 Ford Explorer,2010,210,
1799,13,Ford,2010 Ford Explorer,2010,210,
1800,13,Ford,2010 Ford Explorer,2010,210,
1801,14,Ford,2010 Ford Explorer,2010,292,
1802,21,Mazda,2012 Mazda Mazda5,2012,157,
1803,21,Mazda,2012 Mazda Mazda5,2012,157,
1804,21,Mazda,2012 Mazda Mazda5,2012,157,
1805,21,Mazda,2012 Mazda Mazda5,2012,157,
1806,22,Mazda,2010 Mazda Mazda5,2010,153,
1807,21,Mazda,2010 Mazda Mazda5,2010,153,
1808,21,Mazda,2010 Mazda Mazda5,2010,153,
1809,21,Mazda,2010 Mazda Mazda5,2010,153,
1810,17,Honda,2011 Honda Pilot,2011,250,
1811,16,Honda,2011 Honda Pilot,2011,250,
1812,17,Honda,2011 Honda Pilot,2011,250,
1813,16,Honda,2011 Honda Pilot,2011,250,
1814,17,Honda,2011 Honda Pilot,2011,250,
1815,16,Honda,2011 Honda Pilot,2011,250,
1816,17,Honda,2011 Honda Pilot,2011,250,
1817,16,Honda,2011 Honda Pilot,2011,250,
1818,21,Mazda,2012 Mazda Mazda6,2012,170,
1819,22,Mazda,2012 Mazda Mazda6,2012,170,
1820,22,Mazda,2012 Mazda Mazda6,2012,170,
1821,22,Mazda,2012 Mazda Mazda6,2012,170,
1822,22,Mazda,2012 Mazda Mazda6,2012,170,
1823,18,Mazda,2012 Mazda Mazda6,2012,272,
1824,18,Mazda,2012 Mazda Mazda6,2012,272,
1825,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,270,
1826,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,270,
1827,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,270,
1828,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,270,
1829,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,270,
1830,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,270,
1831,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,304,
1832,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,304,
1833,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,304,
1834,18,Cadillac,2011 Cadillac CTS Sport Wagon,2011,304,
1835,9,Lincoln,2011 Lincoln Navigator,2011,310,
1836,13,Lincoln,2011 Lincoln Navigator,2011,310,
1837,10,Lincoln,2011 Lincoln Navigator,2011,310,
1838,14,Lincoln,2011 Lincoln Navigator,2011,310,
1839,9,Lincoln,2010 Lincoln Navigator,2010,310,
1840,14,Lincoln,2010 Lincoln Navigator,2010,310,
1841,12,Lincoln,2011 Lincoln Town Car,2011,239,
1842,12,Lincoln,2011 Lincoln Town Car,2011,239,
1843,16,Lincoln,2010 Lincoln Town Car,2010,239,
1844,12,Lincoln,2010 Lincoln Town Car,2010,239,
1845,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
1846,19,BMW,2010 BMW 5 Series Gran Turismo,2010,300,
1847,15,BMW,2010 BMW 5 Series Gran Turismo,2010,400,
1848,15,BMW,2010 BMW 5 Series Gran Turismo,2010,400,
1849,16,Infiniti,2010 Infiniti FX,2010,303,
1850,16,Infiniti,2010 Infiniti FX,2010,303,
1851,14,Infiniti,2010 Infiniti FX,2010,390,
1852,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
1853,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
1854,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,
1855,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,
1856,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,
1857,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,
1858,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,
1859,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,
1860,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,304,
1861,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,304,
1862,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,304,
1863,18,Cadillac,2010 Cadillac CTS Sport Wagon,2010,304,
1864,16,Infiniti,2011 Infiniti FX,2011,303,
1865,16,Infiniti,2011 Infiniti FX,2011,303,
1866,14,Infiniti,2011 Infiniti FX,2011,390,
1867,18,Mercedes,2010 Mercedes-Benz C-Class,2010,228,
1868,27,Infiniti,2012 Infiniti M Hybrid,2012,302,
1869,18,Cadillac,2011 Cadillac STS,2011,302,
1870,18,Cadillac,2011 Cadillac STS,2011,302,
1871,18,Cadillac,2011 Cadillac STS,2011,302,
1872,18,Cadillac,2011 Cadillac STS,2011,302,
1873,18,Cadillac,2011 Cadillac STS,2011,302,
1874,17,Infiniti,2009 Infiniti M,2009,303,
1875,24,Dodge,2011 Dodge Caliber,2011,158,
1876,24,Dodge,2011 Dodge Caliber,2011,158,
1877,23,Dodge,2011 Dodge Caliber,2011,172,
1878,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
1879,23,Dodge,2010 Dodge Caliber,2010,158,
1880,23,Dodge,2010 Dodge Caliber,2010,158,
1881,23,Dodge,2010 Dodge Caliber,2010,172,
1882,23,Dodge,2010 Dodge Caliber,2010,172,
1883,23,Dodge,2010 Dodge Caliber,2010,158,
1884,23,Dodge,2010 Dodge Caliber,2010,158,
1885,15,BMW,2011 BMW 5 Series Gran Turismo,2011,400,
1886,15,BMW,2011 BMW 5 Series Gran Turismo,2011,400,
1887,19,BMW,2011 BMW 5 Series Gran Turismo,2011,300,
1888,20,BMW,2011 BMW 5 Series Gran Turismo,2011,300,
1889,18,Dodge,2011 Dodge Challenger,2011,305,
1890,15,Dodge,2011 Dodge Challenger,2011,379,
1891,14,Dodge,2011 Dodge Challenger,2011,470,
1892,14,BMW,2010 BMW 6 Series Convertible,2010,360,
1893,17,Infiniti,2010 Infiniti M,2010,303,
1894,16,Infiniti,2010 Infiniti M,2010,303,
1895,16,Infiniti,2010 Infiniti M,2010,325,
1896,14,Infiniti,2010 Infiniti M,2010,325,
1897,17,Dodge,2010 Dodge Challenger,2010,250,
1898,13,Dodge,2010 Dodge Challenger,2010,425,
1899,16,Dodge,2010 Dodge Challenger,2010,372,
1900,18,Infiniti,2011 Infiniti M,2011,330,
1901,17,Infiniti,2011 Infiniti M,2011,330,
1902,16,Infiniti,2011 Infiniti M,2011,420,
1903,16,Infiniti,2011 Infiniti M,2011,420,
1904,21,Toyota,2011 Toyota Venza,2011,182,
1905,20,Toyota,2011 Toyota Venza,2011,182,
1906,19,Toyota,2011 Toyota Venza,2011,268,
1907,18,Toyota,2011 Toyota Venza,2011,268,
1908,18,Infiniti,2012 Infiniti M,2012,330,
1909,17,Infiniti,2012 Infiniti M,2012,330,
1910,16,Infiniti,2012 Infiniti M,2012,420,
1911,16,Infiniti,2012 Infiniti M,2012,420,
1912,18,Cadillac,2010 Cadillac STS,2010,302,
1913,18,Cadillac,2010 Cadillac STS,2010,302,
1914,18,Cadillac,2010 Cadillac STS,2010,302,
1915,18,Cadillac,2010 Cadillac STS,2010,302,
1916,18,Cadillac,2010 Cadillac STS,2010,302,
1917,15,Cadillac,2010 Cadillac STS,2010,320,
1918,15,Cadillac,2010 Cadillac STS,2010,320,
1919,15,Cadillac,2010 Cadillac STS,2010,320,
1920,10,Ford,2011 Ford Expedition,2011,310,
1921,13,Ford,2011 Ford Expedition,2011,310,
1922,10,Ford,2011 Ford Expedition,2011,310,
1923,9,Ford,2011 Ford Expedition,2011,310,
1924,10,Ford,2011 Ford Expedition,2011,310,
1925,13,Ford,2011 Ford Expedition,2011,310,
1926,10,Ford,2011 Ford Expedition,2011,310,
1927,9,Ford,2011 Ford Expedition,2011,310,
1928,14,Ford,2011 Ford Expedition,2011,310,
1929,9,Ford,2011 Ford Expedition,2011,310,
1930,10,Ford,2011 Ford Expedition,2011,310,
1931,13,Ford,2011 Ford Expedition,2011,310,
1932,14,Ford,2011 Ford Expedition,2011,310,
1933,9,Ford,2011 Ford Expedition,2011,310,
1934,10,Ford,2011 Ford Expedition,2011,310,
1935,14,Ford,2011 Ford Expedition,2011,310,
1936,18,Dodge,2011 Dodge Charger,2011,292,
1937,16,Dodge,2011 Dodge Charger,2011,370,
1938,18,Dodge,2011 Dodge Charger,2011,292,
1939,21,Mazda,2011 Mazda Mazda6,2011,170,
1940,22,Mazda,2011 Mazda Mazda6,2011,170,
1941,22,Mazda,2011 Mazda Mazda6,2011,170,
1942,22,Mazda,2011 Mazda Mazda6,2011,170,
1943,22,Mazda,2011 Mazda Mazda6,2011,170,
1944,18,Mazda,2011 Mazda Mazda6,2011,272,
1945,18,Mazda,2011 Mazda Mazda6,2011,272,
1946,17,GMC,2011 GMC Acadia,2011,288,
1947,16,GMC,2011 GMC Acadia,2011,288,
1948,17,GMC,2011 GMC Acadia,2011,288,
1949,16,GMC,2011 GMC Acadia,2011,288,
1950,17,GMC,2011 GMC Acadia,2011,288,
1951,16,GMC,2011 GMC Acadia,2011,288,
1952,17,GMC,2011 GMC Acadia,2011,288,
1953,16,GMC,2011 GMC Acadia,2011,288,
1954,17,GMC,2011 GMC Acadia,2011,288,
1955,16,GMC,2011 GMC Acadia,2011,288,
1956,20,Mazda,2010 Mazda Mazda6,2010,170,
1957,20,Mazda,2010 Mazda Mazda6,2010,170,
1958,21,Mazda,2010 Mazda Mazda6,2010,170,
1959,20,Mazda,2010 Mazda Mazda6,2010,170,
1960,21,Mazda,2010 Mazda Mazda6,2010,170,
1961,21,Mazda,2010 Mazda Mazda6,2010,170,
1962,21,Mazda,2010 Mazda Mazda6,2010,170,
1963,17,Mazda,2010 Mazda Mazda6,2010,272,
1964,17,Mazda,2010 Mazda Mazda6,2010,272,
1965,17,Dodge,2010 Dodge Charger,2010,250,
1966,17,Dodge,2010 Dodge Charger,2010,250,
1967,17,Dodge,2010 Dodge Charger,2010,250,
1968,13,Dodge,2010 Dodge Charger,2010,425,
1969,16,Dodge,2010 Dodge Charger,2010,368,
1970,16,Dodge,2010 Dodge Charger,2010,368,
1971,16,Dodge,2010 Dodge Charger,2010,368,
1972,17,Dodge,2010 Dodge Charger,2010,250,
1973,17,Dodge,2010 Dodge Charger,2010,250,
1974,16,Dodge,2011 Dodge Durango,2011,290,
1975,16,Dodge,2011 Dodge Durango,2011,290,
1976,16,Dodge,2011 Dodge Durango,2011,290,
1977,16,Dodge,2011 Dodge Durango,2011,290,
1978,16,Dodge,2011 Dodge Durango,2011,290,
1979,14,Ford,2010 Ford Expedition,2010,310,
1980,9,Ford,2010 Ford Expedition,2010,310,
1981,9,Ford,2010 Ford Expedition,2010,310,
1982,9,Ford,2010 Ford Expedition,2010,310,
1983,14,Ford,2010 Ford Expedition,2010,310,
1984,9,Ford,2010 Ford Expedition,2010,310,
1985,14,Ford,2010 Ford Expedition,2010,310,
1986,9,Ford,2010 Ford Expedition,2010,310,
1987,9,Ford,2010 Ford Expedition,2010,310,
1988,9,Ford,2010 Ford Expedition,2010,310,
1989,9,Ford,2010 Ford Expedition,2010,310,
1990,12,Ford,2010 Ford Expedition,2010,310,
1991,9,Ford,2010 Ford Expedition,2010,310,
1992,12,Ford,2010 Ford Expedition,2010,310,
1993,9,Ford,2010 Ford Expedition,2010,310,
1994,12,Ford,2010 Ford Expedition,2010,310,
1995,14,Ford,2010 Ford Expedition,2010,310,
1996,12,Ford,2010 Ford Expedition,2010,310,
1997,9,Ford,2010 Ford Expedition,2010,310,
1998,12,Ford,2010 Ford Expedition,2010,310,
1999,22,Mazda,2011 Mazda MX-5 Miata,2011,167,
2000,21,Mazda,2011 Mazda MX-5 Miata,2011,158,
2001,21,Mazda,2011 Mazda MX-5 Miata,2011,167,
2002,21,Mazda,2011 Mazda MX-5 Miata,2011,158,
2003,21,Mazda,2011 Mazda MX-5 Miata,2011,167,
2004,21,Mazda,2011 Mazda MX-5 Miata,2011,167,
2005,21,Mazda,2011 Mazda MX-5 Miata,2011,167,
2006,21,Mazda,2011 Mazda MX-5 Miata,2011,158,
2007,21,Mazda,2011 Mazda MX-5 Miata,2011,167,
2008,21,Mazda,2011 Mazda MX-5 Miata,2011,158,
2009,21,Mazda,2011 Mazda MX-5 Miata,2011,167,
2010,21,Mazda,2011 Mazda MX-5 Miata,2011,158,
2011,22,Mazda,2010 Mazda MX-5 Miata,2010,167,
2012,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2013,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2014,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2015,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2016,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2017,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2018,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2019,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2020,21,Mazda,2010 Mazda MX-5 Miata,2010,167,
2021,16,Mazda,2011 Mazda RX-8,2011,232,
2022,16,Mazda,2011 Mazda RX-8,2011,212,
2023,16,Mazda,2011 Mazda RX-8,2011,232,
2024,16,Mazda,2011 Mazda RX-8,2011,212,
2025,16,Mazda,2011 Mazda RX-8,2011,232,
2026,20,Infiniti,2011 Infiniti G25,2011,218,
2027,20,Infiniti,2011 Infiniti G25,2011,218,
2028,19,Infiniti,2011 Infiniti G25,2011,218,
2029,16,Mazda,2010 Mazda RX-8,2010,232,
2030,16,Mazda,2010 Mazda RX-8,2010,212,
2031,16,Mazda,2010 Mazda RX-8,2010,232,
2032,16,Mazda,2010 Mazda RX-8,2010,212,
2033,16,Mazda,2010 Mazda RX-8,2010,232,
2034,21,Toyota,2010 Toyota Venza,2010,182,
2035,20,Toyota,2010 Toyota Venza,2010,182,
2036,19,Toyota,2010 Toyota Venza,2010,268,
2037,18,Toyota,2010 Toyota Venza,2010,268,
2038,29,Toyota,2011 Toyota Yaris 5-Door Liftback,2011,106,
2039,29,Toyota,2011 Toyota Yaris 5-Door Liftback,2011,106,
2040,15,Chevrolet,2012 Chevrolet Equinox,2012,182,
2041,20,Chevrolet,2012 Chevrolet Equinox,2012,182,
2042,15,Chevrolet,2012 Chevrolet Equinox,2012,182,
2043,20,Chevrolet,2012 Chevrolet Equinox,2012,182,
2044,17,Chevrolet,2012 Chevrolet Equinox,2012,264,
2045,22,Chevrolet,2012 Chevrolet Equinox,2012,182,
2046,20,Chevrolet,2012 Chevrolet Equinox,2012,182,
2047,12,Chevrolet,2012 Chevrolet Equinox,2012,264,
2048,12,Chevrolet,2012 Chevrolet Equinox,2012,264,
2049,15,Chevrolet,2012 Chevrolet Equinox,2012,182,
2050,20,Chevrolet,2012 Chevrolet Equinox,2012,182,
2051,17,Chevrolet,2012 Chevrolet Equinox,2012,264,
2052,12,Chevrolet,2012 Chevrolet Equinox,2012,264,
2053,16,Chevrolet,2012 Chevrolet Equinox,2012,264,
2054,29,Toyota,2010 Toyota Yaris 5-Door Liftback,2010,106,
2055,29,Toyota,2010 Toyota Yaris 5-Door Liftback,2010,106,
2056,23,Nissan,2012 Nissan Altima Coupe,2012,170,
2057,29,Toyota,2011 Toyota Yaris 3-Door Liftback,2011,106,
2058,29,Toyota,2011 Toyota Yaris 3-Door Liftback,2011,106,
2059,13,Nissan,2011 Nissan Armada,2011,317,
2060,22,Chevrolet,2011 Chevrolet Equinox,2011,182,
2061,20,Chevrolet,2011 Chevrolet Equinox,2011,182,
2062,22,Chevrolet,2011 Chevrolet Equinox,2011,182,
2063,20,Chevrolet,2011 Chevrolet Equinox,2011,182,
2064,17,Chevrolet,2011 Chevrolet Equinox,2011,264,
2065,16,Chevrolet,2011 Chevrolet Equinox,2011,264,
2066,12,Chevrolet,2011 Chevrolet Equinox,2011,264,
2067,12,Chevrolet,2011 Chevrolet Equinox,2011,264,
2068,22,Chevrolet,2011 Chevrolet Equinox,2011,182,
2069,20,Chevrolet,2011 Chevrolet Equinox,2011,182,
2070,17,Chevrolet,2011 Chevrolet Equinox,2011,264,
2071,16,Chevrolet,2011 Chevrolet Equinox,2011,264,
2072,12,Chevrolet,2011 Chevrolet Equinox,2011,264,
2073,12,Chevrolet,2011 Chevrolet Equinox,2011,264,
2074,22,Chevrolet,2011 Chevrolet Equinox,2011,182,
2075,20,Chevrolet,2011 Chevrolet Equinox,2011,182,
2076,17,Chevrolet,2011 Chevrolet Equinox,2011,264,
2077,16,Chevrolet,2011 Chevrolet Equinox,2011,264,
2078,17,Chevrolet,2011 Chevrolet Equinox,2011,264,
2079,12,Chevrolet,2011 Chevrolet Equinox,2011,264,
2080,29,Toyota,2010 Toyota Yaris 3-Door Liftback,2010,106,
2081,29,Toyota,2010 Toyota Yaris 3-Door Liftback,2010,106,
2082,29,Toyota,2011 Toyota Yaris Sedan,2011,106,
2083,29,Toyota,2011 Toyota Yaris Sedan,2011,106,
2084,21,Ford,2012 Ford Transit Connect Van,2012,136,
2085,21,Ford,2012 Ford Transit Connect Van,2012,136,
2086,22,Ford,2012 Ford Transit Connect Wagon,2012,136,
2087,22,Ford,2012 Ford Transit Connect Wagon,2012,136,
2088,21,Ford,2011 Transit Connect Van,2011,136,
2089,21,Ford,2011 Transit Connect Van,2011,136,
2090,21,Ford,2011 Transit Connect Wagon,2011,136,
2091,21,Ford,2011 Transit Connect Wagon,2011,136,
2092,22,Ford,2010 Transit Connect Van,2010,136,
2093,22,Ford,2010 Transit Connect Van,2010,136,
2094,22,Ford,2010 Transit Connect Wagon,2010,136,
2095,22,Ford,2010 Transit Connect Wagon,2010,136,
2096,12,Nissan,2011 Nissan Armada,2011,317,
2097,13,Nissan,2011 Nissan Armada,2011,317,
2098,12,Ford,2010 Ford Crown Victoria,2010,224,
2099,12,Nissan,2011 Nissan Armada,2011,317,
